,Tweet_ID,Label,tweet
258,993460146587209729,T,empty
259,991741069988712448,T,empty
260,987400880981991425,T,empty
261,986006498328416256,T,empty
262,985548504629116929,T,empty
263,985122075735142400,T,empty
264,983311407625236481,T,empty
265,980408946421792768,F,empty
266,979482123055915008,T,empty
267,977834370345168896,T,empty
268,972218302633336832,T,empty
269,969278517883138059,T,empty
270,963535364643225601,T,empty
271,959017956905750528,T,empty
272,951790207317274630,T,empty
273,950552173946994688,T,empty
274,950523970230550531,T,empty
275,945268742505734144,T,empty
276,945228408962846725,T,empty
277,943502969416437761,T,empty
278,943422083689795584,F,empty
279,943239924207308800,T,empty
280,942862577473871874,T,empty
281,942667802858663938,F,empty
282,937295082373468160,T,empty
283,934378136699064320,T,empty
284,929341895322501120,T,empty
285,928549692794863616,T,empty
286,923565128754384897,T,empty
287,919072193111355392,T,empty
288,918201634173353984,T,empty
289,915549816356327425,T,empty
290,913706408507576322,T,empty
291,898408715258257408,T,empty
292,896639266444398592,T,empty
293,895302538274189312,T,empty
294,893601689114034178,T,empty
295,893167491454828544,T,empty
296,892093595083264000,T,empty
297,890153763364900864,T,empty
298,886854437138051072,T,empty
299,882556267889385473,T,empty
300,880369027394285568,T,empty
301,879643969520635904,T,empty
302,879425626834436097,T,empty
303,879233892980592640,T,empty
304,877404347101007872,T,empty
305,874984374881660929,T,empty
306,874977745427734528,T,empty
307,874594931515551745,T,empty
308,874427589959569408,T,empty
309,874350759168573440,T,empty
310,874283897563086848,T,empty
311,873452080299692032,T,empty
312,872915446709858307,T,empty
313,866692163710709761,T,empty
314,865945182704992256,T,empty
315,863127618576674817,T,empty
316,858358163552309249,T,empty
317,858037411095482369,T,empty
318,858030639454588929,T,empty
319,857227886931189760,T,empty
320,854412110775947265,T,empty
321,850598334150651904,T,empty
322,849519223068131328,T,empty
323,849292580256968706,T,empty
324,845368670679433216,T,empty
325,844644545052774400,T,empty
326,841644278673747968,T,empty
327,841386936044539904,T,empty
328,826204097032380416,T,empty
329,825374932838318080,T,empty
330,824785959929671680,T,empty
331,821281535340974080,T,empty
332,819997636937863168,T,empty
333,819300163491610627,T,empty
334,818860799523454977,T,empty
335,813990327472291840,T,empty
336,813877434751840256,T,empty
337,811599994092482563,T,empty
338,810154324424871937,T,empty
339,809336170425548800,T,empty
340,809086896110501888,T,empty
341,807234887757549574,T,empty
342,807200224645120000,T,empty
343,803127038596943873,T,empty
344,797851718180540416,T,empty
345,796790259392585728,T,empty
346,791742469780148224,T,empty
347,788985182539943936,T,empty
348,788499864950808576,T,empty
349,787871756296065024,T,empty
350,785522363450454016,T,empty
351,784436890606923776,T,empty
352,783043824671199232,T,empty
353,773650638756581376,T,empty
354,772676896337297408,T,empty
355,771034741135015936,T,empty
356,768217351061958657,T,empty
357,766943533580320769,T,empty
358,766173874144874496,T,empty
359,762218857385848833,T,empty
360,759636929780613120,T,empty
361,751181538813964288,T,empty
362,751180982464774148,T,empty
363,750381359508680704,T,empty
364,748659366769856512,T,empty
365,744480701983133696,T,empty
366,742722727774146560,T,empty
367,740692487224864769,T,empty
368,737348088105455617,T,empty
369,737339830737199104,T,empty
370,736200579874234370,T,empty
371,733991864966217728,T,empty
372,732252547172294656,T,empty
373,731940829259022341,T,empty
374,728697352198959104,T,empty
375,720218299666153472,T,empty
376,717490174087798784,T,empty
377,714557781756522498,T,empty
378,714315091081080832,T,empty
379,705834096656777216,T,empty
380,697483530939604992,T,empty
381,695853088150781957,T,empty
382,695020845979328512,T,empty
383,694202315213922304,T,empty
384,693215935835037696,T,empty
385,690794652564217857,T,empty
386,688500277654237184,T,empty
387,687680811701780480,T,empty
388,684284080972644352,T,empty
389,683768508350476289,T,empty
390,678332019433218049,T,empty
391,676488846830211072,T,empty
392,674690363400069127,T,empty
393,670061257689538560,T,empty
394,665484427116617728,T,empty
395,664666667604189185,T,empty
396,663335988077404160,T,empty
397,661542648700882945,T,empty
398,658373781770141696,T,empty
399,655805719057440768,T,empty
400,647458810865389568,T,empty
401,647419794635943936,T,empty
402,642815585596907520,T,empty
403,642414086748303360,T,empty
404,640124653575389185,T,empty
405,636280089139920898,T,empty
406,626571796909834241,T,empty
407,617256878796505088,T,empty
408,615536947084132352,T,empty
409,614459633076469760,T,empty
410,613472568457195524,T,empty
411,611519120060776448,T,empty
412,610823303809232896,T,empty
413,605647064333041664,T,empty
414,604262769320280065,T,empty
415,601448950340562946,T,empty
416,595506980485079040,T,empty
417,582862540973088768,T,empty
418,577586093018767360,T,empty
419,569901526975680512,T,empty
420,567397771104489474,T,empty
421,566220500381073408,T,empty
422,565332717261570049,T,empty
423,562851579142090752,T,empty
424,559924253034700800,T,empty
425,557753333818355712,T,empty
426,555902478508498945,T,empty
427,554955868630835202,T,empty
428,554331256348225536,T,empty
429,553459521910079488,T,empty
430,553450821472755712,T,empty
431,551051660295172096,T,empty
432,548953663478464512,T,empty
433,547144846872301572,T,empty
434,529252825293783041,T,empty
435,528587604082442240,T,empty
436,525002073138397184,T,empty
437,523235322021556224,T,empty
438,518856297123704833,T,empty
439,517290152121864192,T,empty
440,516302216852799488,T,empty
441,515661593426669568,T,empty
442,514737486049083392,T,empty
443,514496336381902848,T,empty
444,511829502574342144,T,empty
445,511489507116339200,T,empty
446,510470550750515201,T,empty
447,508228761955753984,T,empty
448,506991990886924288,T,empty
449,505383525365727232,T,empty
450,502871948376809473,T,empty
451,501999953820917760,T,empty
452,500195563598405632,T,empty
453,497311113210781696,T,empty
454,497023081668673536,T,empty
455,496569001066377216,T,empty
456,495926007027597313,T,empty
457,495354445320814593,T,empty
458,495171215498035200,T,empty
459,494294060317028352,T,empty
460,494270133531971584,T,empty
461,489406426268188672,T,empty
462,489171764082388992,T,empty
463,487164436906795008,T,empty
464,481376191723896832,T,empty
465,480704357391159296,T,empty
466,480587126237454338,T,empty
467,479257256265936896,T,empty
468,474883947504353280,T,empty
469,474255677288767488,T,empty
470,452516776408911872,T,empty
471,449697800235020288,T,empty
472,447128104620683264,T,empty
473,436842278423134209,T,empty
474,429666255264440320,T,empty
475,426847754389061632,T,empty
476,425375470826553344,T,empty
477,424942123243163648,T,empty
478,423317724597477377,T,empty
479,423139702581911552,T,empty
480,423112685786787840,T,empty
481,421405502719811584,T,empty
482,420897362941595648,T,empty
483,420886547417014272,T,empty
484,418488086155108353,T,empty
485,417694699114479616,T,empty
486,417544534092820481,T,empty
487,416978267082870784,T,empty
488,409121232999940096,T,empty
489,403322736715386880,T,empty
490,402399442525229056,T,empty
491,402131621287309313,T,empty
492,401359833829761024,T,empty
493,399907039964856321,T,empty
494,396232107820740610,T,empty
495,395023990148067328,T,empty
496,391876693436416000,T,empty
497,389115978539630593,T,empty
498,380361426012884992,T,empty
499,378774507734831104,T,empty
500,376679764675022848,T,empty
501,374241827118804992,T,empty
502,371725973370462208,T,empty
503,370527404013666304,T,empty
504,370474551928709120,T,empty
505,370332299142758400,T,empty
506,369027246532481024,T,empty
507,368564861711552512,T,empty
508,368449919008268288,T,empty
509,367851185937457152,T,empty
510,367660429083803648,T,empty
511,366181332512022528,T,empty
512,364799006141984768,T,empty
513,363002795277819905,T,empty
514,359890264699047936,T,empty
515,357478776726237184,T,empty
516,356890634239492097,T,empty
517,353932330143977472,T,empty
518,352983480860291075,T,empty
519,352981024382263296,T,empty
520,352787391066542081,T,empty
521,352521832294924288,T,empty
522,352326562579877888,T,empty
523,351361541293088769,T,empty
524,350780328580874241,T,empty
525,350611570092539904,T,empty
526,349848352214622209,T,empty
527,349145873399308288,T,empty
528,347160187234308096,T,empty
529,346757242101583872,T,empty
530,345406385082748929,T,empty
531,342609618758930433,T,empty
532,342244127439736833,T,empty
533,340945353404719104,T,empty
534,336840226007826433,T,empty
535,336034196885745666,T,empty
536,333523442898980865,T,empty
537,332486180371324928,T,empty
538,326564128787427328,T,empty
539,321181689055440896,T,empty
540,318446358858170368,T,empty
541,314780466911793152,T,empty
542,312310797659430912,T,empty
543,310986471203024896,T,empty
544,306878201228038144,T,empty
545,303904831934959616,T,empty
546,303505578859311104,T,empty
547,301536530273554432,T,empty
548,300890173485490177,T,empty
549,300881113902088192,T,empty
550,299842738608807936,T,empty
551,298186965763899393,T,empty
552,295224176661372928,T,empty
553,292419978500648960,T,empty
554,290783492898451456,T,empty
555,285537597835575296,T,empty
556,278165927898537985,T,empty
557,277929932145958912,T,empty
558,277695088296079360,T,empty
559,277139655059714048,T,empty
560,276833751810584576,F,empty
561,276542733533978626,T,empty
562,276014433225035776,T,empty
563,273530026320871424,T,empty
564,273441162226974721,T,empty
565,271952933283827712,T,empty
566,271184784934449152,T,empty
567,263758289119109120,T,empty
568,263441143482687488,T,empty
569,248306729350213632,T,empty
570,248093399729704961,T,empty
571,243664896053624832,T,empty
572,240454879691284480,T,empty
573,238565433094066176,T,empty
574,231181865296470017,T,empty
575,228178619661430785,T,empty
576,223729970504138752,T,empty
577,213993164967641088,T,empty
578,211572571173437440,T,empty
579,206821311136276480,T,empty
580,204246233416597505,T,empty
581,195848405656944640,T,empty
582,180626347008344064,T,empty
583,175575982659477504,T,empty
584,175275115024625665,T,empty
585,163719493418369025,T,empty
586,155256554520715264,T,empty
587,150591245419417600,T,empty
588,148461357216432128,T,empty
589,134728435821064193,T,empty
590,115505030169243649,T,empty
591,108570902085636096,T,empty
592,108231907103354880,T,empty
593,106271506962714624,T,empty
594,105188626358472705,T,empty
595,96906809733955584,T,empty
596,80702358929158145,T,empty
597,79279319477792768,T,empty
598,66238843526987778,T,empty
599,63167677723705344,T,empty
600,1358316113810055168,T,empty
601,1352637864572563465,T,empty
602,1351273980385239048,T,empty
603,1342151547430580227,T,empty
604,1341918914431881216,T,empty
605,1341009954216562688,T,empty
606,1337098840923664385,T,empty
607,1334880832113299456,T,empty
608,1333513749731348484,T,empty
609,1329905804271562752,T,empty
610,1328663961936547841,T,empty
611,1324490027552952328,T,empty
612,1323601941985923073,T,empty
613,1322489929037975552,T,empty
614,1320833158032560128,T,empty
615,1320826779456753665,T,empty
616,1320725600357810177,T,empty
617,1320700529400520706,T,empty
618,1320490052372365316,T,empty
619,1320414571815981060,T,empty
620,1320049304925622273,T,empty
621,1319947182049558528,T,empty
622,1319810366713585665,T,empty
623,1319291111404306438,T,empty
624,1319207932802830338,T,empty
625,1318900448154308608,T,empty
626,1316752116594159618,T,empty
627,1311788365579259905,T,empty
628,1310950514444640259,T,empty
629,1309225223141629952,T,empty
630,1306967797075972097,T,empty
631,1306343627174686721,T,empty
632,1305880577732751361,T,empty
633,1304692504084836352,T,empty
634,1301564394174849024,T,empty
635,1301094917192716290,T,empty
636,1300828976202608642,T,empty
637,1300378032688037888,T,empty
638,1295481151847530497,T,empty
639,1294916757174575104,T,empty
640,1294531978109374464,T,empty
641,1294031582601392128,T,empty
642,1285904649271291904,T,empty
643,1282061127111839745,T,empty
644,1273805670916202499,T,empty
645,1270440089315876864,T,empty
646,1269465583944445952,T,empty
647,1264905750926721027,T,empty
648,1264896358621855744,T,empty
649,1255235834900557824,T,empty
650,1253787585241112576,T,empty
651,1250476664603238401,T,empty
652,1245399220858880004,T,empty
653,1243581888612179971,T,empty
654,1242592732742389760,T,empty
655,1240956037898829826,T,empty
656,1239189228321456129,T,empty
657,1239058225850396678,T,empty
658,1235884884268380160,T,empty
659,1233681222167138307,T,empty
660,1229083102284218369,T,empty
661,1228295645053751296,T,empty
662,1227372746952278019,T,empty
663,1226296496682868743,T,empty
664,1225094507932409856,T,empty
665,1224926066718007298,T,empty
666,1223619663227162624,T,empty
667,1220765678711590912,T,empty
668,1219713036438474752,T,empty
669,1219027006916038657,T,empty
670,1216140242933231616,T,empty
671,1212283027323314176,T,empty
672,1211701539859030021,T,empty
673,1209920283278237697,T,empty
674,1209830139351240705,T,empty
675,1209315920176435200,T,empty
676,1209049820113121280,T,empty
677,1208821616718893058,T,empty
678,1198314992828928003,T,empty
679,1195940327934353409,F,empty
680,1195831242916323330,F,empty
681,1195826543404163073,F,empty
682,1193083270352781312,T,empty
683,1183761727692910592,T,empty
684,1183028491337515008,T,empty
685,1182797130387333120,T,empty
686,1182630429897179142,T,empty
687,1182042566927273985,T,empty
688,1181383933918883840,T,empty
689,1178264154974642177,T,empty
690,1177319285594710016,T,empty
691,1174313578867888128,T,empty
692,1173903791432916992,T,empty
693,1170839684504870913,T,empty
694,1166602830649671680,T,empty
695,1166539489252184064,T,empty
696,1165732045051576320,T,empty
697,1164288148832235520,T,empty
698,1160217380360007680,F,empty
699,1156198175448936448,T,empty
700,1155940910686863360,T,empty
701,1155857467315818497,T,empty
702,1153251605220925440,T,empty
703,1152494041625444352,T,empty
704,1150651421315993600,T,empty
705,1148413474751602691,T,empty
706,1147019508881772546,T,empty
707,1144649219086569472,T,empty
708,1144584487008968705,T,empty
709,1143880308636508160,T,empty
710,1142714418289106944,T,empty
711,1140301633387208705,T,empty
712,1140169184640405504,T,empty
713,1139011741415878657,T,empty
714,1137318907205902336,T,empty
715,1133294872440582146,T,empty
716,1128983568754073600,T,empty
717,1128353671962660864,T,empty
718,1125208850666328065,T,empty
719,1121868180241174528,T,empty
720,1118261368036184065,T,empty
721,1117973204205744129,T,empty
722,1115705369680961536,F,empty
723,1115278245891596289,T,empty
724,1111943181166395392,T,empty
725,1110757079701250048,T,empty
726,1110309530540404736,T,empty
727,1109851396436869120,T,empty
728,1106989821715775490,T,empty
729,1106975812694216705,T,empty
730,1106785817341632512,T,empty
731,1106648365532626954,T,empty
732,1106619624727162881,T,empty
733,1106500303375994880,T,empty
734,1106479954722779142,T,empty
735,1104789285641760768,T,empty
736,1086624598026784770,T,empty
737,1086470541580685312,T,empty
738,1085492906809532416,T,empty
739,1082308829881208838,T,empty
740,1078668589350219777,T,empty
741,1077267305380364289,T,empty
742,1074829143517347841,T,empty
743,1073267623406825472,T,empty
744,1063783119797592064,T,empty
745,1062338854898798592,T,empty
746,1061248558689669122,T,empty
747,1050767686437883905,T,empty
748,1048845786883219457,T,empty
749,1042619023371001856,T,empty
750,1041384231337902080,T,empty
751,1032715453506961408,T,empty
752,1028301907000000517,T,empty
753,1023614787173974016,T,empty
754,1023298198318796800,T,empty
755,1016262003135041537,T,empty
756,1013537372590485505,T,empty
757,1011621953537544192,T,empty
758,1010844905483186176,T,empty
759,1001693940679151616,T,empty
760,1001057721758732288,T,empty
761,1000528778316132358,T,empty
762,998316654659604480,T,empty
763,998091794872233987,T,empty
764,997266999620308992,T,empty
765,996710411603972098,T,empty
766,996439002260570112,T,empty
767,996409174211821568,T,empty
768,996162706154586117,T,empty
769,996136560876752897,T,empty
770,996063759213957121,T,empty
771,996023165133426688,T,empty
772,991913171085660160,T,empty
773,988867484001456129,T,empty
774,985205943058264065,T,empty
775,984986550462242817,T,empty
776,983386473146830848,T,empty
777,983370999054807042,T,empty
778,980003998416719872,T,empty
779,977937762119770112,T,empty
780,976508126550745088,T,empty
781,974161448317399040,T,empty
782,967884242150666248,T,empty
783,967496879985618944,T,empty
784,967256324387102720,T,empty
785,966981590021746688,T,empty
786,959077555381964800,T,empty
787,952107502145097730,T,empty
788,950896424522305536,T,empty
789,950450206843310081,T,empty
790,949955319190511616,T,empty
791,941655245553328128,T,empty
792,939229466383060992,T,empty
793,939094370778693632,T,empty
794,938929794250629120,T,empty
795,938642879362281477,T,empty
796,938520831319248896,T,empty
797,938505320644653056,T,empty
798,938491894589517830,T,empty
799,938475589723451398,T,empty
800,938157489740271616,T,empty
801,932633181311905792,T,empty
802,929720204694900737,T,empty
803,928318015258660868,T,empty
804,925624464313868288,T,empty
805,915880820778336257,T,empty
806,909804203694002177,T,empty
807,908997910485925888,F,empty
808,908021293886398464,T,empty
809,905277620543262721,T,empty
810,897103579567271936,T,empty
811,897091537879748609,T,empty
812,888500121003937792,T,empty
813,888109485801185283,T,empty
814,879725495755079680,T,empty
815,877703403391959041,T,empty
816,877346171437670401,T,empty
817,865726174500204545,T,empty
818,861504255634681856,T,empty
819,858192153687842817,T,empty
820,856994221449981952,T,empty
821,855770222338478080,T,empty
822,843704513622097924,T,empty
823,826172565123112962,T,empty
824,824842159534665728,T,empty
825,823307425663033345,T,empty
826,821373198105247744,T,empty
827,818587057333424132,T,empty
828,809767640751280130,T,empty
829,809412875341205504,T,empty
830,809099620618014721,T,empty
831,808706444115767296,T,empty
832,808669037697925120,T,empty
833,807909415126966272,T,empty
834,802435706207473665,T,empty
835,797868831142281216,T,empty
836,796267249787084800,T,empty
837,792692513744228353,T,empty
838,784254539738157057,T,empty
839,783956367770025984,T,empty
840,782983421249421313,T,empty
841,782030926108827648,T,empty
842,781147121886105601,T,empty
843,772228284474064896,T,empty
844,769988617557118976,T,empty
845,769132111009869824,T,empty
846,766781009228595204,T,empty
847,766055884673937408,T,empty
848,765858570520895488,T,empty
849,764581620397568000,T,empty
850,763330310125850628,T,empty
851,760194161668657152,T,empty
852,757253288425353217,T,empty
853,751109659998691330,T,empty
854,742877728689520640,T,empty
855,742280202529714176,T,empty
856,733599528243208193,T,empty
857,728249877201879040,T,empty
858,727110258187972608,T,empty
859,726614709751959553,T,empty
860,711655635377594368,T,empty
861,709873538665222144,T,empty
862,706719161045688320,T,empty
863,703181798260408321,T,empty
864,698377997234085888,T,empty
865,682757164159614979,T,empty
866,673345451274338304,T,empty
867,672790840457105408,T,empty
868,672790149567156224,T,empty
869,672416293723631621,T,empty
870,670680559828512768,T,empty
871,666310313990574080,T,empty
872,664430127217029120,T,empty
873,660965764296495104,T,empty
874,656015971577167873,T,empty
875,655348642346332160,T,empty
876,645249173537837056,T,empty
877,644895737273286656,T,empty
878,643826696412602368,T,empty
879,639591990598889476,T,empty
880,639372968716468224,T,empty
881,639105655006171136,T,empty
882,639068038495608832,T,empty
883,638458115344715776,T,empty
884,637386021441695744,T,empty
885,635969525087928320,T,empty
886,635053897879457792,T,empty
887,627047730821476352,T,empty
888,624980949193900032,T,empty
889,618477186614431744,T,empty
890,613789522833207296,T,empty
891,611705541082001408,T,empty
892,610825356241539072,F,empty
893,591584931702185984,T,empty
894,581763704665964544,F,empty
895,581436847127031808,T,empty
896,577845202636931072,T,empty
897,567654573113110528,T,empty
898,566223679948726273,T,empty
899,565522386749898752,T,empty
900,562751029767602177,T,empty
901,561963311479390208,T,empty
902,558604016385814529,T,empty
903,557495771012931584,T,empty
904,556048748590428161,T,empty
905,555403150643822592,T,empty
906,555367975151095810,T,empty
907,555274613262123008,T,empty
908,554808746174459904,T,empty
909,553849303525892098,T,empty
910,549330262253793280,T,empty
911,549320753020030976,T,empty
912,536047898790621184,T,empty
913,531924907098386433,T,empty
914,525739605836849152,T,empty
915,522836027933609984,T,empty
916,517765988255678464,T,empty
917,516932748746186752,T,empty
918,515005273941893120,T,empty
919,513470269894447105,T,empty
920,512473726005567488,T,empty
921,510533053878263808,T,empty
922,510122819200774144,T,empty
923,509740287410077697,T,empty
924,508961400153047040,T,empty
925,502940768982814721,T,empty
926,502138971036467200,T,empty
927,496255274580058113,T,empty
928,495413059435786240,T,empty
929,494507353924833280,T,empty
930,494254296267911169,T,empty
931,493940642939039744,T,empty
932,493418878459191296,T,empty
933,493040350273863680,T,empty
934,493004805590114304,T,empty
935,491202715947499522,T,empty
936,491149379898994688,T,empty
937,489963588010795010,T,empty
938,489111848831037440,T,empty
939,488527087394099200,T,empty
940,487711881423900672,T,empty
941,486493984555290624,T,empty
942,479311043257049088,T,empty
943,473144333411950592,T,empty
944,472325687697604608,T,empty
945,469371647124729856,T,empty
946,466107408373145600,T,empty
947,447946923484663809,T,empty
948,435513015782625280,T,empty
949,433754832328220672,T,empty
950,420944182660710400,T,empty
951,418672946702716928,T,empty
952,408879616263077888,T,empty
953,408731821346922496,T,empty
954,407287377292718080,T,empty
955,387594730395009026,T,empty
956,378814226422194177,T,empty
957,375175528870735872,T,empty
958,372211681562472448,T,empty
959,370882857600036864,T,empty
960,370175575186739200,T,empty
961,370138276281466880,T,empty
962,370117388337176576,T,empty
963,370109724609769472,T,empty
964,370031131011579905,T,empty
965,369533354174984193,T,empty
966,369259189115158528,T,empty
967,369220741163515904,T,empty
